Date,nepse open,nepse high,nepse Low,nepse close,nepse volume,Date__1,weekday,weeknum,weeknumber,month,uniquemonth,uniqueweek,close-open,high-low,high-close,close-low
4/19/2016,1430.81,1430.81,1430.81,1430.81,0,Tuesday,3,17,4,4,226,965,0,0,0,0
4/20/2016,1440.69,1440.69,1440.69,1440.69,0,Wednesday,4,17,4,4,226,965,0,0,0,0
4/21/2016,1441.67,1441.67,1441.67,1441.67,0,Thursday,5,17,4,4,226,965,0,0,0,0
4/24/2016,1454.35,1454.35,1454.35,1454.35,0,Sunday,1,18,5,4,226,966,0,0,0,0
4/25/2016,1461.75,1461.75,1461.75,1461.75,0,Monday,2,18,5,4,226,966,0,0,0,0
4/26/2016,1453.11,1453.11,1453.11,1453.11,0,Tuesday,3,18,5,4,226,966,0,0,0,0
4/27/2016,1458.38,1458.38,1458.38,1458.38,0,Wednesday,4,18,5,4,226,966,0,0,0,0
4/28/2016,1464.91,1464.91,1464.91,1464.91,0,Thursday,5,18,5,4,226,966,0,0,0,0
5/2/2016,1474.47,1474.47,1474.47,1474.47,0,Monday,2,19,1,5,227,967,0,0,0,0
5/3/2016,1471.95,1471.95,1471.95,1471.95,0,Tuesday,3,19,1,5,227,967,0,0,0,0
5/4/2016,1468.11,1468.11,1468.11,1468.11,0,Wednesday,4,19,1,5,227,967,0,0,0,0
5/5/2016,1463.13,1463.13,1463.13,1463.13,0,Thursday,5,19,1,5,227,967,0,0,0,0
5/8/2016,1472.69,1472.69,1472.69,1472.69,0,Sunday,1,20,2,5,227,968,0,0,0,0
5/9/2016,1482.9,1482.9,1482.9,1482.9,0,Monday,2,20,2,5,227,968,0,0,0,0
5/10/2016,1484.04,1484.04,1484.04,1484.04,0,Tuesday,3,20,2,5,227,968,0,0,0,0
5/11/2016,1481.18,1481.18,1481.18,1481.18,0,Wednesday,4,20,2,5,227,968,0,0,0,0
5/12/2016,1481.94,1481.94,1481.94,1481.94,0,Thursday,5,20,2,5,227,968,0,0,0,0
5/15/2016,1477.38,1477.38,1477.38,1477.38,0,Sunday,1,21,3,5,227,969,0,0,0,0
5/16/2016,1467.51,1467.51,1467.51,1467.51,0,Monday,2,21,3,5,227,969,0,0,0,0
5/17/2016,1483.68,1483.68,1483.68,1483.68,0,Tuesday,3,21,3,5,227,969,0,0,0,0
5/18/2016,1496.41,1496.41,1496.41,1496.41,0,Wednesday,4,21,3,5,227,969,0,0,0,0
5/19/2016,1499.32,1499.32,1499.32,1499.32,0,Thursday,5,21,3,5,227,969,0,0,0,0
5/22/2016,1509.39,1509.39,1509.39,1509.39,0,Sunday,1,22,4,5,227,970,0,0,0,0
5/23/2016,1524.07,1524.07,1524.07,1524.07,0,Monday,2,22,4,5,227,970,0,0,0,0
5/24/2016,1544.53,1544.53,1544.53,1544.53,0,Tuesday,3,22,4,5,227,970,0,0,0,0
5/25/2016,1524.12,1524.12,1524.12,1524.12,0,Wednesday,4,22,4,5,227,970,0,0,0,0
5/26/2016,1525.09,1525.09,1525.09,1525.09,0,Thursday,5,22,4,5,227,970,0,0,0,0
5/29/2016,1522.25,1522.25,1522.25,1522.25,1152870016,Sunday,1,23,5,5,227,971,0,0,0,0
5/30/2016,1526.96,1526.96,1526.96,1526.96,1148169984,Monday,2,23,5,5,227,971,0,0,0,0
5/31/2016,1532.12,1532.12,1532.12,1532.12,1298520064,Tuesday,3,23,5,5,227,971,0,0,0,0
6/1/2016,1523.56,1523.56,1523.56,1523.56,1196009984,Wednesday,4,23,1,6,228,971,0,0,0,0
6/2/2016,1518.12,1518.12,1518.12,1518.12,1009539968,Thursday,5,23,1,6,228,971,0,0,0,0
6/5/2016,1483.14,1483.14,1483.14,1483.14,1246659968,Sunday,1,24,2,6,228,972,0,0,0,0
6/6/2016,1483.21,1516.8,1483.21,1516.8,1078499968,Monday,2,24,2,6,228,972,33.59,33.59,0,33.59
6/7/2016,1516.8,1537.98,1516.8,1531.49,1123600000,Tuesday,3,24,2,6,228,972,14.69,21.18,6.49,14.69
6/8/2016,1531.49,1547.65,1529.24,1546.8,1269299968,Wednesday,4,24,2,6,228,972,15.31,18.41,0.85,17.56
6/9/2016,1566.7,1566.7,1566.7,1566.7,1867000064,Thursday,5,24,2,6,228,972,0,0,0,0
6/12/2016,1566.7,1602,1564.45,1597.96,1919480064,Sunday,1,25,3,6,228,973,31.26,37.55,4.04,33.51
6/13/2016,1597.96,1626.03,1595.86,1609.59,1671020032,Monday,2,25,3,6,228,973,11.63,30.17,16.44,13.73
6/14/2016,1614.15,1614.15,1614.15,1614.15,1676819968,Tuesday,3,25,3,6,228,973,0,0,0,0
6/15/2016,1620.47,1620.47,1620.47,1620.47,1369689984,Wednesday,4,25,3,6,228,973,0,0,0,0
6/16/2016,1632.94,1632.94,1632.94,1632.94,1997389952,Thursday,5,25,3,6,228,973,0,0,0,0
6/19/2016,1632.94,1637.27,1617.51,1622.27,1463939968,Sunday,1,26,4,6,228,974,-10.67,19.76,15,4.76
6/20/2016,1632.94,1625.76,1609.38,1615.1,1115449984,Monday,2,26,4,6,228,974,-17.84,16.38,10.66,5.72
6/21/2016,1615.22,1628.92,1615.22,1628.81,1196109952,Tuesday,3,26,4,6,228,974,13.59,13.7,0.11,13.59
6/22/2016,1628.81,1651.86,1628.84,1647.51,1751960064,Wednesday,4,26,4,6,228,974,18.7,23.02,4.35,18.67
6/23/2016,1648.17,1670.71,1648.17,1666.29,1894710016,Thursday,5,26,4,6,228,974,18.12,22.54,4.42,18.12
6/26/2016,1666.29,1688.48,1665.27,1685.17,1461120000,Sunday,1,27,5,6,228,975,18.88,23.21,3.31,19.9
6/27/2016,1685.17,1721.77,1693.68,1721.77,1508530048,Monday,2,27,5,6,228,975,36.6,28.09,0,28.09
6/28/2016,1712.84,1733.28,1711.68,1724.19,1700720000,Tuesday,3,27,5,6,228,975,11.35,21.6,9.09,12.51
6/29/2016,1724.19,1732.68,1721.24,1724.59,1457209984,Wednesday,4,27,5,6,228,975,0.4,11.44,8.09,3.35
6/30/2016,1724.59,1734.21,1707.66,1723.23,1599010048,Thursday,5,27,5,6,228,975,-1.36,26.55,10.98,15.57
7/3/2016,1723.23,1725.47,1709.34,1719.2,1720080000,Sunday,1,28,2,7,229,976,-4.03,16.13,6.27,9.86
7/4/2016,1723.23,1724.02,1714.84,1716.83,1423340032,Monday,2,28,2,7,229,976,-6.4,9.18,7.19,1.99
7/5/2016,1716.83,1717.95,1705.06,1713.03,1160760064,Tuesday,3,28,2,7,229,976,-3.8,12.89,4.92,7.97
7/6/2016,1713.03,1723.34,1712.94,1715.72,1173100032,Wednesday,4,28,2,7,229,976,2.69,10.4,7.62,2.78
7/10/2016,1715.77,1732.22,1715.77,1722.53,1324669952,Sunday,1,29,3,7,229,977,6.76,16.45,9.69,6.76
7/11/2016,1722.53,1727.37,1701.94,1702.27,859897024,Monday,2,29,3,7,229,977,-20.26,25.43,25.1,0.33
7/12/2016,1702.27,1709.48,1654.02,1693.07,1093299968,Tuesday,3,29,3,7,229,977,-9.2,55.46,16.41,39.05
7/13/2016,1693.07,1696.57,1671.05,1690.43,1018860032,Wednesday,4,29,3,7,229,977,-2.64,25.52,6.14,19.38
7/14/2016,1690.43,1725.01,1689.52,1718.15,1356649984,Thursday,5,29,3,7,229,977,27.72,35.49,6.86,28.63
7/17/2016,1720.52,1749.96,1715.12,1745.74,1285520000,Sunday,1,30,4,7,229,978,25.22,34.84,4.22,30.62
7/18/2016,1745.74,1786.68,1745.74,1786.57,1839369984,Monday,2,30,4,7,229,978,40.83,40.94,0.11,40.83
7/19/2016,1786.57,1813.42,1785.33,1800.47,2101240064,Tuesday,3,30,4,7,229,978,13.9,28.09,12.95,15.14
7/20/2016,1800.47,1813.44,1782.57,1786.84,2057750016,Wednesday,4,30,4,7,229,978,-13.63,30.87,26.6,4.27
7/21/2016,1786.84,1804.75,1779.71,1798.83,1429859968,Thursday,5,30,4,7,229,978,11.99,25.04,5.92,19.12
7/21/2016,1786.84,1804.75,1779.71,1798.83,1429859968,Thursday,5,30,4,7,229,978,11.99,25.04,5.92,19.12
7/25/2016,1798.83,1838.59,1798.83,1838.49,2158749952,Monday,2,31,5,7,229,979,39.66,39.76,0.1,39.66
7/26/2016,1838.49,1869.08,1837.97,1866.5,2177649920,Tuesday,3,31,5,7,229,979,28.01,31.11,2.58,28.53
7/27/2016,1866.5,1888.36,1866.26,1881.45,2178769920,Wednesday,4,31,5,7,229,979,14.95,22.1,6.91,15.19
7/28/2016,1881.45,1888.01,1863.32,1877.93,2106669952,Thursday,5,31,5,7,229,979,-3.52,24.69,10.08,14.61
7/31/2016,1877.93,1878.02,1861.13,1862.76,1715219968,Sunday,1,32,6,7,229,980,-15.17,16.89,15.26,1.63
8/1/2016,1863.05,1866.89,1831.61,1845.41,1496390016,Monday,2,32,1,8,230,980,-17.64,35.28,21.48,13.8
8/2/2016,1845.41,1846.91,1824.66,1826.47,1364979968,Tuesday,3,32,1,8,230,980,-18.94,22.25,20.44,1.81
8/3/2016,1826.47,1831.7,1795.89,1813.72,1245689984,Wednesday,4,32,1,8,230,980,-12.75,35.81,17.98,17.83
8/3/2016,1826.47,1831.7,1795.89,1813.72,1245689984,Wednesday,4,32,1,8,230,980,-12.75,35.81,17.98,17.83
8/4/2016,1813.72,1814.04,1768.68,1768.6,1403490048,Thursday,5,32,1,8,230,980,-45.12,45.36,45.44,-0.08
8/7/2016,1768.6,1805.75,1759.24,1764.72,1495219968,Sunday,1,33,2,8,230,981,-3.88,46.51,41.03,5.48
8/8/2016,1764.72,1766.14,1675.91,1675.91,854620032,Monday,2,33,2,8,230,981,-88.81,90.23,90.23,0
8/8/2016,1764.72,1766.14,1675.91,1675.91,854620032,Monday,2,33,2,8,230,981,-88.81,90.23,90.23,0
8/9/2016,1675.91,1760.42,1675.92,1760.42,294799008,Tuesday,3,33,2,8,230,981,84.51,84.5,0,84.5
8/10/2016,1760.74,1789.49,1741.03,1779.57,1933049984,Wednesday,4,33,2,8,230,981,18.83,48.46,9.92,38.54
8/11/2016,1779.57,1789.05,1768.02,1774.87,1188630016,Thursday,5,33,2,8,230,981,-4.7,21.03,14.18,6.85
8/14/2016,1774.87,1775.03,1730.95,1733.93,1096530048,Sunday,1,34,3,8,230,982,-40.94,44.08,41.1,2.98
8/15/2016,1733.93,1735.51,1685.26,1694.81,1126070016,Monday,2,34,3,8,230,982,-39.12,50.25,40.7,9.55
8/16/2016,1694.81,1718,1681.67,1717.45,983681984,Tuesday,3,34,3,8,230,982,22.64,36.33,0.55,35.78
8/17/2016,1717.45,1742.16,1716.47,1735.06,948409984,Wednesday,4,34,3,8,230,982,17.61,25.69,7.1,18.59
8/21/2016,1734.93,1744.84,1719.78,1722.43,618347008,Sunday,1,35,4,8,230,983,-12.5,25.06,22.41,2.65
8/22/2016,1722.43,1725.97,1683.12,1683.12,788593984,Monday,2,35,4,8,230,983,-39.31,42.85,42.85,0
8/23/2016,1683.12,1704.71,1674.85,1681.86,810753024,Tuesday,3,35,4,8,230,983,-1.26,29.86,22.85,7.01
8/24/2016,1681.86,1731.07,1682.14,1730.62,949550976,Wednesday,4,35,4,8,230,983,48.76,48.93,0.45,48.48
8/28/2016,1730.62,1758.9,1730.48,1748.23,1310380032,Sunday,1,36,5,8,230,984,17.61,28.42,10.67,17.75
8/28/2016,1730.62,1758.9,1730.48,1748.23,1310380032,Sunday,1,36,5,8,230,984,17.61,28.42,10.67,17.75
8/29/2016,1748.23,1767.6,1747.71,1766.54,1410509952,Monday,2,36,5,8,230,984,18.31,19.89,1.06,18.83
8/30/2016,1766.54,1790.29,1766.07,1788.08,1400060032,Tuesday,3,36,5,8,230,984,21.54,24.22,2.21,22.01
8/31/2016,1788.08,1799.39,1781.43,1797.45,1154460032,Wednesday,4,36,5,8,230,984,9.37,17.96,1.94,16.02
9/1/2016,1797.45,1806.13,1797.49,1805.18,1293500032,Thursday,5,36,1,9,231,984,7.73,8.64,0.95,7.69
9/4/2016,1805.18,1821.71,1804.33,1819.83,1607699968,Sunday,1,37,2,9,231,985,14.65,17.38,1.88,15.5
9/5/2016,1819.83,1840.78,1819.5,1838.9,1791680000,Monday,2,37,2,9,231,985,19.07,21.28,1.88,19.4
9/6/2016,1838.9,1854.69,1818.36,1834.8,1760120064,Tuesday,3,37,2,9,231,985,-4.1,36.33,19.89,16.44
9/7/2016,1834.8,1838.83,1818.64,1824.83,1533389952,Wednesday,4,37,2,9,231,985,-9.97,20.19,14,6.19
9/8/2016,1824.83,1829.27,1816.9,1823.05,1383559936,Thursday,5,37,2,9,231,985,-1.78,12.37,6.22,6.15
9/11/2016,1823.05,1829.2,1815.61,1816.81,1093270016,Sunday,1,38,3,9,231,986,-6.24,13.59,12.39,1.2
9/12/2016,1816.81,1819.95,1809.31,1818.69,1076189952,Monday,2,38,3,9,231,986,1.88,10.64,1.26,9.38
9/14/2016,1818.69,1821.9,1813.27,1815.17,1331490048,Wednesday,4,38,3,9,231,986,-3.52,8.63,6.73,1.9
9/18/2016,1815.17,1818.7,1801.02,1804.48,2397339904,Sunday,1,39,4,9,231,987,-10.69,17.68,14.22,3.46
9/18/2016,1815.17,1818.7,1801.02,1804.48,2397339904,Sunday,1,39,4,9,231,987,-10.69,17.68,14.22,3.46
9/20/2016,1804.48,1807.62,1785,1786.5,1259800064,Tuesday,3,39,4,9,231,987,-17.98,22.62,21.12,1.5
9/21/2016,1786.5,1788.34,1765.09,1779.13,899432000,Wednesday,4,39,4,9,231,987,-7.37,23.25,9.21,14.04
9/21/2016,1786.5,1788.34,1765.09,1779.13,899432000,Wednesday,4,39,4,9,231,987,-7.37,23.25,9.21,14.04
9/22/2016,1786.5,1780.56,1766.25,1766.91,880014016,Thursday,5,39,4,9,231,987,-19.59,14.31,13.65,0.66
9/25/2016,1766.91,1767.82,1725.05,1730.64,1046030016,Sunday,1,40,5,9,231,988,-36.27,42.77,37.18,5.59
9/26/2016,1730.67,1758.22,1730.67,1757.1,1011699968,Monday,2,40,5,9,231,988,26.43,27.55,1.12,26.43
9/27/2016,1757.1,1767.34,1750.3,1753.72,700600000,Tuesday,3,40,5,9,231,988,-3.38,17.04,13.62,3.42
9/28/2016,1753.81,1756.59,1746.69,1749.1,710563008,Wednesday,4,40,5,9,231,988,-4.71,9.9,7.49,2.41
9/29/2016,1749.19,1758.16,1744.1,1753.38,768590976,Thursday,5,40,5,9,231,988,4.19,14.06,4.78,9.28
10/2/2016,1753.48,1764.86,1753.21,1763.78,853209984,Sunday,1,41,2,10,232,989,10.3,11.65,1.08,10.57
10/3/2016,1763.9,1784.05,1763.67,1780.4,761833984,Monday,2,41,2,10,232,989,16.5,20.38,3.65,16.73
10/4/2016,1780.41,1800.5,1780.41,1798.5,1087990016,Tuesday,3,41,2,10,232,989,18.09,20.09,2,18.09
10/5/2016,1798.5,1806.7,1794.58,1806.6,918851008,Wednesday,4,41,2,10,232,989,8.1,12.12,0.1,12.02
10/6/2016,1806.6,1822.41,1806.39,1819.88,991689984,Thursday,5,41,2,10,232,989,13.28,16.02,2.53,13.49
10/16/2016,1806.6,1820.96,1801.41,1803.74,593185984,Sunday,1,43,4,10,232,990,-2.86,19.55,17.22,2.33
10/17/2016,1803.74,1805.42,1784.19,1793.36,626633024,Monday,2,43,4,10,232,990,-10.38,21.23,12.06,9.17
10/18/2016,1793.36,1794.67,1782.57,1792.73,500712000,Tuesday,3,43,4,10,232,990,-0.63,12.1,1.94,10.16
10/19/2016,1792.73,1794.14,1784.79,1787.89,527768992,Wednesday,4,43,4,10,232,990,-4.84,9.35,6.25,3.1
10/20/2016,1787.89,1795.24,1787.7,1794.47,686382976,Thursday,5,43,4,10,232,990,6.58,7.54,0.77,6.77
10/23/2016,1794.47,1798.33,1780.83,1782.39,954121984,Sunday,1,44,5,10,232,991,-12.08,17.5,15.94,1.56
10/24/2016,1782.39,1783.83,1763.77,1768.89,917342976,Monday,2,44,5,10,232,991,-13.5,20.06,14.94,5.12
10/25/2016,1768.89,1769.17,1749.14,1751,702017024,Tuesday,3,44,5,10,232,991,-17.89,20.03,18.17,1.86
10/26/2016,1751,1755.74,1736.71,1753.46,771998976,Wednesday,4,44,5,10,232,991,2.46,19.03,2.28,16.75
10/27/2016,1753.46,1763.25,1752.62,1759.71,670206976,Thursday,5,44,5,10,232,991,6.25,10.63,3.54,7.09
11/3/2016,1759.71,1762.92,1753.22,1762.21,513843008,Thursday,5,45,1,11,233,992,2.5,9.7,0.71,8.99
11/7/2016,1762.21,1764.26,1748.93,1749.12,669728000,Monday,2,46,2,11,233,993,-13.09,15.33,15.14,0.19
11/8/2016,1749.12,1749.51,1722.51,1724.49,729078976,Tuesday,3,46,2,11,233,993,-24.63,27,25.02,1.98
11/9/2016,1724.49,1724.64,1692.46,1696.86,670987008,Wednesday,4,46,2,11,233,993,-27.63,32.18,27.78,4.4
11/10/2016,1696.86,1711.91,1689.2,1697.17,702545984,Thursday,5,46,2,11,233,993,0.31,22.71,14.74,7.97
11/13/2016,1697.17,1708.18,1690.79,1700,718371968,Sunday,1,47,3,11,233,994,2.83,17.39,8.18,9.21
11/14/2016,1700,1708.84,1700.77,1706.28,770372992,Monday,2,47,3,11,233,994,6.28,8.07,2.56,5.51
11/15/2016,1706.28,1714.6,1699.88,1701.91,802971008,Tuesday,3,47,3,11,233,994,-4.37,14.72,12.69,2.03
11/16/2016,1701.91,1709.61,1695.94,1698.9,1170429952,Wednesday,4,47,3,11,233,994,-3.01,13.67,10.71,2.96
11/17/2016,1698.9,1700.95,1657.37,1658.08,1448920064,Thursday,5,47,3,11,233,994,-40.82,43.58,42.87,0.71
11/20/2016,1658.08,1658.51,1577.71,1599.62,1225080064,Sunday,1,48,4,11,233,995,-58.46,80.8,58.89,21.91
11/21/2016,1599.62,1618.95,1572.17,1606.29,893379008,Monday,2,48,4,11,233,995,6.67,46.78,12.66,34.12
11/22/2016,1606.29,1606.19,1574.81,1582.47,813587008,Tuesday,3,48,4,11,233,995,-23.82,31.38,23.72,7.66
11/23/2016,1582.47,1583,1539.04,1540.01,1037779968,Wednesday,4,48,4,11,233,995,-42.46,43.96,42.99,0.97
11/24/2016,1540.01,1572.72,1516.74,1534.03,913265984,Thursday,5,48,4,11,233,995,-5.98,55.98,38.69,17.29
11/27/2016,1534.03,1536.53,1468.99,1469.48,891988992,Sunday,1,49,5,11,233,996,-64.55,67.54,67.05,0.49
11/28/2016,1469.48,1512.19,1404.2,1510.16,1088150016,Monday,2,49,5,11,233,996,40.68,107.99,2.03,105.96
11/29/2016,1510.16,1554.59,1468.28,1553.68,1173600000,Tuesday,3,49,5,11,233,996,43.52,86.31,0.91,85.4
11/30/2016,1553.68,1608.37,1553.42,1608.33,1348320000,Wednesday,4,49,5,11,233,996,54.65,54.95,0.04,54.91
12/1/2016,1608.33,1624.79,1586.47,1600.49,1186850048,Thursday,5,49,1,12,234,996,-7.84,38.32,24.3,14.02
12/4/2016,1600.49,1600.63,1569.47,1570.95,702654016,Sunday,1,50,2,12,234,997,-29.54,31.16,29.68,1.48
12/5/2016,1570.95,1573.97,1541.21,1544.6,639254976,Monday,2,50,2,12,234,997,-26.35,32.76,29.37,3.39
12/6/2016,1544.6,1559.54,1536.78,1554.51,711153984,Tuesday,3,50,2,12,234,997,9.91,22.76,5.03,17.73
12/7/2016,1554.51,1557.42,1548.01,1553.9,488444000,Wednesday,4,50,2,12,234,997,-0.61,9.41,3.52,5.89
12/8/2016,1553.9,1554.24,1541.52,1544.68,584075008,Thursday,5,50,2,12,234,997,-9.22,12.72,9.56,3.16
12/11/2016,1544.68,1546.21,1522.64,1522.8,388068000,Sunday,1,51,3,12,234,998,-21.88,23.57,23.41,0.16
12/12/2016,1522.8,1523.98,1495.91,1509.43,519555008,Monday,2,51,3,12,234,998,-13.37,28.07,14.55,13.52
12/14/2016,1509.43,1518.07,1502.1,1516.08,466484992,Wednesday,4,51,3,12,234,998,6.65,15.97,1.99,13.98
12/15/2016,1516.08,1531.32,1514.17,1530.06,479159008,Thursday,5,51,3,12,234,998,13.98,17.15,1.26,15.89
12/18/2016,1530.06,1531.43,1518.74,1531.35,566508992,Sunday,1,52,4,12,234,999,1.29,12.69,0.08,12.61
12/19/2016,1531.35,1532,1512.79,1514.88,537187008,Monday,2,52,4,12,234,999,-16.47,19.21,17.12,2.09
12/20/2016,1514.88,1515.08,1494.76,1495.99,668400000,Tuesday,3,52,4,12,234,999,-18.89,20.32,19.09,1.23
12/21/2016,1495.99,1496.23,1469.55,1470.63,475655008,Wednesday,4,52,4,12,234,999,-25.36,26.68,25.6,1.08
12/22/2016,1470.63,1480.19,1466.75,1475.41,444880992,Thursday,5,52,4,12,234,999,4.78,13.44,4.78,8.66
12/26/2016,1475.41,1476.5,1432.57,1432.57,458576992,Monday,2,53,5,12,234,1000,-42.84,43.93,43.93,0
12/27/2016,1432.57,1433.6,1394.18,1407.53,546097024,Tuesday,3,53,5,12,234,1000,-25.04,39.42,26.07,13.35
12/28/2016,1407.53,1422.89,1402.81,1413.15,433379008,Wednesday,4,53,5,12,234,1000,5.62,20.08,9.74,10.34
12/29/2016,1413.15,1454.64,1412.9,1443.38,560499008,Thursday,5,53,5,12,234,1000,30.23,41.74,11.26,30.48
1/1/2017,1443.38,1476.82,1443.8,1465.72,561280000,Sunday,1,1,1,1,235,1001,22.34,33.02,11.1,21.92
1/2/2017,1465.72,1484.89,1465.72,1482.85,494264992,Monday,2,1,1,1,235,1001,17.13,19.17,2.04,17.13
1/3/2017,1482.85,1484.26,1456.69,1456.82,385836992,Tuesday,3,1,1,1,235,1001,-26.03,27.57,27.44,0.13
1/4/2017,1456.82,1462.83,1442.51,1457.82,320670016,Wednesday,4,1,1,1,235,1001,1,20.32,5.01,15.31
1/5/2017,1457.82,1465.72,1451.36,1454.14,326768000,Thursday,5,1,1,1,235,1001,-3.68,14.36,11.58,2.78
1/8/2017,1454.14,1453.89,1445.66,1447.45,385014016,Sunday,1,2,2,1,235,1002,-6.69,8.23,6.44,1.79
1/9/2017,1447.45,1461.23,1447.5,1458.97,261236992,Monday,2,2,2,1,235,1002,11.52,13.73,2.26,11.47
1/10/2017,1458.97,1477.81,1460.6,1476.9,356823008,Tuesday,3,2,2,1,235,1002,17.93,17.21,0.91,16.3
1/11/2017,1476.9,1484.57,1473.71,1476.51,290327008,Wednesday,4,2,2,1,235,1002,-0.39,10.86,8.06,2.8
1/12/2017,1476.51,1481.77,1476.26,1479.86,257332992,Thursday,5,2,2,1,235,1002,3.35,5.51,1.91,3.6
1/15/2017,1479.86,1484.43,1476.25,1477.72,267938000,Sunday,1,3,3,1,235,1003,-2.14,8.18,6.71,1.47
1/16/2017,1477.72,1480.07,1465.53,1466.09,260408992,Monday,2,3,3,1,235,1003,-11.63,14.54,13.98,0.56
1/17/2017,1466.09,1467.38,1454.99,1463.04,333654016,Tuesday,3,3,3,1,235,1003,-3.05,12.39,4.34,8.05
1/18/2017,1463.04,1463.66,1456.95,1462.23,291684992,Wednesday,4,3,3,1,235,1003,-0.81,6.71,1.43,5.28
1/19/2017,1462.23,1468.86,1461.42,1462.56,297208992,Thursday,5,3,3,1,235,1003,0.33,7.44,6.3,1.14
1/22/2017,1462.56,1468.72,1462.41,1465.84,231915008,Sunday,1,4,4,1,235,1004,3.28,6.31,2.88,3.43
1/23/2017,1465.84,1467.01,1457.85,1457.88,298895008,Monday,2,4,4,1,235,1004,-7.96,9.16,9.13,0.03
1/24/2017,1457.88,1460.37,1432.99,1432.99,317612992,Tuesday,3,4,4,1,235,1004,-24.89,27.38,27.38,0
1/25/2017,1432.99,1433.63,1395.91,1396.61,398868000,Wednesday,4,4,4,1,235,1004,-36.38,37.72,37.02,0.7
1/26/2017,1396.61,1396.61,1357.31,1375.14,490808000,Thursday,5,4,4,1,235,1004,-21.47,39.3,21.47,17.83
1/30/2017,1375.14,1375.93,1307.62,1309.7,512318016,Monday,2,5,5,1,235,1005,-65.44,68.31,66.23,2.08
1/31/2017,1309.7,1335.23,1292.98,1326.6,469633984,Tuesday,3,5,5,1,235,1005,16.9,42.25,8.63,33.62
2/1/2017,1326.6,1390.56,1326.6,1389.83,564668032,Wednesday,4,5,1,2,236,1005,63.23,63.96,0.73,63.23
2/2/2017,1389.83,1416.93,1377.19,1382.45,516676000,Thursday,5,5,1,2,236,1005,-7.38,39.74,34.48,5.26
2/5/2017,1382.45,1384,1353.76,1364.5,255400992,Sunday,1,6,2,2,236,1006,-17.95,30.24,19.5,10.74
2/6/2017,1364.5,1364.86,1346.19,1348.84,222291008,Monday,2,6,2,2,236,1006,-15.66,18.67,16.02,2.65
2/7/2017,1348.84,1350.96,1338.06,1344.6,297356992,Tuesday,3,6,2,2,236,1006,-4.24,12.9,6.36,6.54
2/8/2017,1344.6,1346.26,1321.23,1322.98,324199008,Wednesday,4,6,2,2,236,1006,-21.62,25.03,23.28,1.75
2/9/2017,1322.98,1323.32,1296.2,1296.23,411400992,Thursday,5,6,2,2,236,1006,-26.75,27.12,27.09,0.03
2/12/2017,1296.23,1297.3,1252.42,1252.5,451153984,Sunday,1,7,3,2,236,1007,-43.73,44.88,44.8,0.08
2/13/2017,1252.5,1278.98,1218.86,1278.98,462281984,Monday,2,7,3,2,236,1007,26.48,60.12,0,60.12
2/14/2017,1278.98,1284.04,1260.84,1274.97,390963008,Tuesday,3,7,3,2,236,1007,-4.01,23.2,9.07,14.13
2/15/2017,1274.97,1316.81,1275.06,1316.8,520287008,Wednesday,4,7,3,2,236,1007,41.83,41.75,0.01,41.74
2/16/2017,1316.8,1345.33,1314.08,1343.85,621523968,Thursday,5,7,3,2,236,1007,27.05,31.25,1.48,29.77
2/19/2017,1343.85,1369.41,1326.71,1369.35,628798016,Sunday,1,8,4,2,236,1008,25.5,42.7,0.06,42.64
2/20/2017,1369.35,1394.06,1361.05,1365.11,798889024,Monday,2,8,4,2,236,1008,-4.24,33.01,28.95,4.06
2/21/2017,1365.11,1385.9,1346.59,1357.57,577590016,Tuesday,3,8,4,2,236,1008,-7.54,39.31,28.33,10.98
2/22/2017,1357.57,1358.91,1338.45,1344.11,319015008,Wednesday,4,8,4,2,236,1008,-13.46,20.46,14.8,5.66
2/23/2017,1344.11,1344.07,1335.68,1337.46,269056000,Thursday,5,8,4,2,236,1008,-6.65,8.39,6.61,1.78
2/26/2017,1337.46,1338.49,1313.01,1313.01,245987008,Sunday,1,9,5,2,236,1009,-24.45,25.48,25.48,0
2/28/2017,1313.01,1313.01,1294.19,1299.29,528111008,Tuesday,3,9,5,2,236,1009,-13.72,18.82,13.72,5.1
3/1/2017,1299.29,1316.96,1299.1,1316.8,314716000,Wednesday,4,9,1,3,237,1009,17.51,17.86,0.16,17.7
3/2/2017,1316.8,1329.41,1316.8,1329.41,400524992,Thursday,5,9,1,3,237,1009,12.61,12.61,0,12.61
3/5/2017,1329.41,1358.27,1328,1354.34,558435968,Sunday,1,10,2,3,237,1010,24.93,30.27,3.93,26.34
3/6/2017,1354.34,1371.53,1353.47,1358.41,732656000,Monday,2,10,2,3,237,1010,4.07,18.06,13.12,4.94
3/7/2017,1358.41,1358.48,1339.27,1341.56,402360992,Tuesday,3,10,2,3,237,1010,-16.85,19.21,16.92,2.29
3/9/2017,1341.56,1353.45,1341.48,1347.53,452680992,Thursday,5,10,2,3,237,1010,5.97,11.97,5.92,6.05
3/13/2017,1347.53,1359.49,1347.56,1355.23,335582016,Monday,2,11,3,3,237,1011,7.7,11.93,4.26,7.67
3/14/2017,1355.23,1360.37,1346.7,1347.09,309343008,Tuesday,3,11,3,3,237,1011,-8.14,13.67,13.28,0.39
3/15/2017,1347.09,1358.24,1340.3,1356.13,287448992,Wednesday,4,11,3,3,237,1011,9.04,17.94,2.11,15.83
